"","tip.label","GISAID_ID","strain","date","region","country","division","lineageOld","GISAID_clade","Lineage","state","date.lsd","date.lsd.low","date.lsd.high","date.lsd.full"
"14","USA/fake_181/2021/EPI_ISL_FAKE_181/2021-02-10","EPI_ISL_FAKE_181","USA/fake_181/2021","2021-02-10","North America","USA","Massachusetts",NA,NA,"B","USA",NA,NA,NA,"2021-02-10"
"15","Canada/fake_84/2021/EPI_ISL_FAKE_84/2021-01-07","EPI_ISL_FAKE_84","Canada/fake_84/2021","2021-01-07","North America","Canada","Nova Scotia",NA,NA,"B","Canada_Nova Scotia",NA,NA,NA,"2021-01-07"
"16","Canada/fake_4/2020/EPI_ISL_FAKE_4/2020-08-01","EPI_ISL_FAKE_4","Canada/fake_4/2020","2020-08-01","North America","Canada","British Columbia",NA,NA,"B","Canada_British Columbia",NA,NA,NA,"2020-08-01"
"17","Canada/fake_3/2020/EPI_ISL_FAKE_3/2020-07-13","EPI_ISL_FAKE_3","Canada/fake_3/2020","2020-07-13","North America","Canada","British Columbia",NA,NA,"B","Canada_British Columbia",NA,NA,NA,"2020-07-13"
"18","UnitedKingdom/fake_7/2020/EPI_ISL_FAKE_7/2020-08-13","EPI_ISL_FAKE_7","UnitedKingdom/fake_7/2020","2020-08-13","Europe","United Kingdom","England",NA,NA,"B","United Kingdom",NA,NA,NA,"2020-08-13"
"19","Canada/fake_83/2021/EPI_ISL_FAKE_83/2021-01-07","EPI_ISL_FAKE_83","Canada/fake_83/2021","2021-01-07","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2021-01-07"
"20","UnitedArabEmirates/fake_107/2021/EPI_ISL_FAKE_107/2021-01-18","EPI_ISL_FAKE_107","UnitedArabEmirates/fake_107/2021","2021-01-18","Asia","United Arab Emirates","Abu Dhabi",NA,NA,"B","United Arab Emirates",NA,NA,NA,"2021-01-18"
"21","Canada/fake_87/2021/EPI_ISL_FAKE_87/2021-01-08","EPI_ISL_FAKE_87","Canada/fake_87/2021","2021-01-08","North America","Canada","Alberta",NA,NA,"B","Canada_Alberta",NA,NA,NA,"2021-01-08"
"22","Spain/fake_112/2021/EPI_ISL_FAKE_112/2021-01-21","EPI_ISL_FAKE_112","Spain/fake_112/2021","2021-01-21","Europe","Spain","Aragon",NA,NA,"B","Spain",NA,NA,NA,"2021-01-21"
"23","Canada/fake_57/2020/EPI_ISL_FAKE_57/2020-12-17","EPI_ISL_FAKE_57","Canada/fake_57/2020","2020-12-17","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec",NA,NA,NA,"2020-12-17"
"24","Canada/fake_166/2021/EPI_ISL_FAKE_166/2021-02-06","EPI_ISL_FAKE_166","Canada/fake_166/2021","2021-02-06","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2021-02-06"
"25","Canada/fake_106/2021/EPI_ISL_FAKE_106/2021-01-17","EPI_ISL_FAKE_106","Canada/fake_106/2021","2021-01-17","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2021-01-17"
"26","Canada/fake_174/2021/EPI_ISL_FAKE_174/2021-02-08","EPI_ISL_FAKE_174","Canada/fake_174/2021","2021-02-08","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2021-02-08"
"27","Canada/fake_21/2020/EPI_ISL_FAKE_21/2020-10-26","EPI_ISL_FAKE_21","Canada/fake_21/2020","2020-10-26","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec",NA,NA,NA,"2020-10-26"
"28","Canada/fake_55/2020/EPI_ISL_FAKE_55/2020-12-14","EPI_ISL_FAKE_55","Canada/fake_55/2020","2020-12-14","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec",NA,NA,NA,"2020-12-14"
"29","Canada/fake_32/2020/EPI_ISL_FAKE_32/2020-11-16","EPI_ISL_FAKE_32","Canada/fake_32/2020","2020-11-16","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2020-11-16"
"30","UnitedKingdom/fake_22/2020/EPI_ISL_FAKE_22/2020-10-26","EPI_ISL_FAKE_22","UnitedKingdom/fake_22/2020","2020-10-26","Europe","United Kingdom","England",NA,NA,"B","United Kingdom",NA,NA,NA,"2020-10-26"
"31","USA/fake_69/2020/EPI_ISL_FAKE_69/2020-12-27","EPI_ISL_FAKE_69","USA/fake_69/2020","2020-12-27","North America","USA","Texas",NA,NA,"B","USA",NA,NA,NA,"2020-12-27"
"32","USA/fake_15/2020/EPI_ISL_FAKE_15/2020-10-13","EPI_ISL_FAKE_15","USA/fake_15/2020","2020-10-13","North America","USA","California",NA,NA,"B","USA",NA,NA,NA,"2020-10-13"
"33","USA/fake_51/2020/EPI_ISL_FAKE_51/2020-12-13","EPI_ISL_FAKE_51","USA/fake_51/2020","2020-12-13","North America","USA","Washington",NA,NA,"B","USA",NA,NA,NA,"2020-12-13"
"34","Canada/fake_16/2020/EPI_ISL_FAKE_16/2020-10-14","EPI_ISL_FAKE_16","Canada/fake_16/2020","2020-10-14","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2020-10-14"
"35","Canada/fake_50/2020/EPI_ISL_FAKE_50/2020-12-12","EPI_ISL_FAKE_50","Canada/fake_50/2020","2020-12-12","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2020-12-12"
"36","Canada/fake_38/2020/EPI_ISL_FAKE_38/2020-11-28","EPI_ISL_FAKE_38","Canada/fake_38/2020","2020-11-28","North America","Canada","Nova Scotia",NA,NA,"B","Canada_Nova Scotia",NA,NA,NA,"2020-11-28"
"37","Canada/fake_128/2021/EPI_ISL_FAKE_128/2021-01-25","EPI_ISL_FAKE_128","Canada/fake_128/2021","2021-01-25","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec",NA,NA,NA,"2021-01-25"
"38","France/fake_195/2021/EPI_ISL_FAKE_195/2021-02-16","EPI_ISL_FAKE_195","France/fake_195/2021","2021-02-16","Europe","France","Pays de la Loire",NA,NA,"B","France",NA,NA,NA,"2021-02-16"
"39","Spain/fake_9/2020/EPI_ISL_FAKE_9/2020-09-06","EPI_ISL_FAKE_9","Spain/fake_9/2020","2020-09-06","Europe","Spain","Basque Country",NA,NA,"B","Spain",NA,NA,NA,"2020-09-06"
"40","UnitedKingdom/fake_70/2020/EPI_ISL_FAKE_70/2020-12-27","EPI_ISL_FAKE_70","UnitedKingdom/fake_70/2020","2020-12-27","Europe","United Kingdom","Scotland",NA,NA,"B","United Kingdom",NA,NA,NA,"2020-12-27"
"41","Canada/fake_8/2020/EPI_ISL_FAKE_8/2020-08-20","EPI_ISL_FAKE_8","Canada/fake_8/2020","2020-08-20","North America","Canada","British Columbia",NA,NA,"B","Canada_British Columbia",NA,NA,NA,"2020-08-20"
"42","UnitedKingdom/fake_23/2020/EPI_ISL_FAKE_23/2020-10-27","EPI_ISL_FAKE_23","UnitedKingdom/fake_23/2020","2020-10-27","Europe","United Kingdom","England",NA,NA,"B","United Kingdom",NA,NA,NA,"2020-10-27"
"43","Canada/fake_79/2021/EPI_ISL_FAKE_79/2021-01-05","EPI_ISL_FAKE_79","Canada/fake_79/2021","2021-01-05","North America","Canada","Alberta",NA,NA,"B","Canada_Alberta",NA,NA,NA,"2021-01-05"
"44","Canada/fake_91/2021/EPI_ISL_FAKE_91/2021-01-10","EPI_ISL_FAKE_91","Canada/fake_91/2021","2021-01-10","North America","Canada","Alberta",NA,NA,"B","Canada_Alberta",NA,NA,NA,"2021-01-10"
"45","Canada/fake_101/2021/EPI_ISL_FAKE_101/2021-01-16","EPI_ISL_FAKE_101","Canada/fake_101/2021","2021-01-16","North America","Canada","Nova Scotia",NA,NA,"B","Canada_Nova Scotia",NA,NA,NA,"2021-01-16"
"46","Canada/fake_49/2020/EPI_ISL_FAKE_49/2020-12-12","EPI_ISL_FAKE_49","Canada/fake_49/2020","2020-12-12","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2020-12-12"
"47","Canada/fake_161/2021/EPI_ISL_FAKE_161/2021-02-05","EPI_ISL_FAKE_161","Canada/fake_161/2021","2021-02-05","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2021-02-05"
"48","Canada/fake_66/2020/EPI_ISL_FAKE_66/2020-12-24","EPI_ISL_FAKE_66","Canada/fake_66/2020","2020-12-24","North America","Canada","Alberta",NA,NA,"A.1","Canada_Alberta",NA,NA,NA,"2020-12-24"
"49","USA/fake_113/2021/EPI_ISL_FAKE_113/2021-01-21","EPI_ISL_FAKE_113","USA/fake_113/2021","2021-01-21","North America","USA","California",NA,NA,"A.1","USA",NA,NA,NA,"2021-01-21"
"50","Canada/fake_27/2020/EPI_ISL_FAKE_27/2020-11-05","EPI_ISL_FAKE_27","Canada/fake_27/2020","2020-11-05","North America","Canada","Quebec",NA,NA,"A.1","Canada_Quebec",NA,NA,NA,"2020-11-05"
"51","USA/fake_35/2020/EPI_ISL_FAKE_35/2020-11-23","EPI_ISL_FAKE_35","USA/fake_35/2020","2020-11-23","North America","USA","Michigan",NA,NA,"A.1","USA",NA,NA,NA,"2020-11-23"
"52","UnitedKingdom/fake_36/2020/EPI_ISL_FAKE_36/2020-11-24","EPI_ISL_FAKE_36","UnitedKingdom/fake_36/2020","2020-11-24","Europe","United Kingdom","England",NA,NA,"A.1","United Kingdom",NA,NA,NA,"2020-11-24"
"53","Canada/fake_82/2021/EPI_ISL_FAKE_82/2021-01-05","EPI_ISL_FAKE_82","Canada/fake_82/2021","2021-01-05","North America","Canada","Nova Scotia",NA,NA,"A.1","Canada_Nova Scotia",NA,NA,NA,"2021-01-05"
"54","Canada/fake_173/2021/EPI_ISL_FAKE_173/2021-02-08","EPI_ISL_FAKE_173","Canada/fake_173/2021","2021-02-08","North America","Canada","Ontario",NA,NA,"A.1","Canada_Ontario",NA,NA,NA,"2021-02-08"
"55","Canada/fake_191/2021/EPI_ISL_FAKE_191/2021-02-13","EPI_ISL_FAKE_191","Canada/fake_191/2021","2021-02-13","North America","Canada","Ontario",NA,NA,"A.1","Canada_Ontario",NA,NA,NA,"2021-02-13"
"56","Thailand/fake_14/2020/EPI_ISL_FAKE_14/2020-10-13","EPI_ISL_FAKE_14","Thailand/fake_14/2020","2020-10-13","Asia","Thailand","Nonthaburi",NA,NA,"A.1","Thailand",NA,NA,NA,"2020-10-13"
"57","Canada/fake_44/2020/EPI_ISL_FAKE_44/2020-12-05","EPI_ISL_FAKE_44","Canada/fake_44/2020","2020-12-05","North America","Canada","Quebec",NA,NA,"A.1","Canada_Quebec",NA,NA,NA,"2020-12-05"
"58","Canada/fake_63/2020/EPI_ISL_FAKE_63/2020-12-24","EPI_ISL_FAKE_63","Canada/fake_63/2020","2020-12-24","North America","Canada","Ontario",NA,NA,"A.1","Canada_Ontario",NA,NA,NA,"2020-12-24"
"59","Canada/fake_68/2020/EPI_ISL_FAKE_68/2020-12-26","EPI_ISL_FAKE_68","Canada/fake_68/2020","2020-12-26","North America","Canada","Ontario",NA,NA,"A.1","Canada_Ontario",NA,NA,NA,"2020-12-26"
"60","Canada/fake_76/2021/EPI_ISL_FAKE_76/2021-01-03","EPI_ISL_FAKE_76","Canada/fake_76/2021","2021-01-03","North America","Canada","Alberta",NA,NA,"A.1","Canada_Alberta",NA,NA,NA,"2021-01-03"
"61","Netherlands/fake_40/2020/EPI_ISL_FAKE_40/2020-11-29","EPI_ISL_FAKE_40","Netherlands/fake_40/2020","2020-11-29","Europe","Netherlands","North Brabant",NA,NA,"A.1","Netherlands",NA,NA,NA,"2020-11-29"
"62","Canada/fake_148/2021/EPI_ISL_FAKE_148/2021-02-02","EPI_ISL_FAKE_148","Canada/fake_148/2021","2021-02-02","North America","Canada","Ontario",NA,NA,"A.1","Canada_Ontario",NA,NA,NA,"2021-02-02"
"63","France/fake_54/2020/EPI_ISL_FAKE_54/2020-12-14","EPI_ISL_FAKE_54","France/fake_54/2020","2020-12-14","Europe","France","Provence-Alpes-Côte d'Azur",NA,NA,"A.1","France",NA,NA,NA,"2020-12-14"
"64","India/fake_131/2021/EPI_ISL_FAKE_131/2021-01-26","EPI_ISL_FAKE_131","India/fake_131/2021","2021-01-26","Asia","India","Telangana",NA,NA,"A.1","India",NA,NA,NA,"2021-01-26"
"65","USA/fake_24/2020/EPI_ISL_FAKE_24/2020-10-30","EPI_ISL_FAKE_24","USA/fake_24/2020","2020-10-30","North America","USA","New York",NA,NA,"A.1","USA",NA,NA,NA,"2020-10-30"
"66","Canada/fake_86/2021/EPI_ISL_FAKE_86/2021-01-08","EPI_ISL_FAKE_86","Canada/fake_86/2021","2021-01-08","North America","Canada","Alberta",NA,NA,"A.1","Canada_Alberta",NA,NA,NA,"2021-01-08"
"67","Canada/fake_175/2021/EPI_ISL_FAKE_175/2021-02-09","EPI_ISL_FAKE_175","Canada/fake_175/2021","2021-02-09","North America","Canada","Ontario",NA,NA,"A.1","Canada_Ontario",NA,NA,NA,"2021-02-09"
"68","USA/fake_192/2021/EPI_ISL_FAKE_192/2021-02-13","EPI_ISL_FAKE_192","USA/fake_192/2021","2021-02-13","North America","USA","Utah",NA,NA,"A.1","USA",NA,NA,NA,"2021-02-13"
"69","Russia/fake_129/2021/EPI_ISL_FAKE_129/2021-01-26","EPI_ISL_FAKE_129","Russia/fake_129/2021","2021-01-26","Europe","Russia","Saint-Petersburg",NA,NA,"A.1","Russia",NA,NA,NA,"2021-01-26"
"70","Canada/fake_134/2021/EPI_ISL_FAKE_134/2021-01-27","EPI_ISL_FAKE_134","Canada/fake_134/2021","2021-01-27","North America","Canada","Manitoba",NA,NA,"A.1","Canada_Manitoba",NA,NA,NA,"2021-01-27"
"71","Canada/fake_42/2020/EPI_ISL_FAKE_42/2020-12-01","EPI_ISL_FAKE_42","Canada/fake_42/2020","2020-12-01","North America","Canada","Quebec",NA,NA,"A.1","Canada_Quebec",NA,NA,NA,"2020-12-01"
"72","Canada/fake_80/2021/EPI_ISL_FAKE_80/2021-01-05","EPI_ISL_FAKE_80","Canada/fake_80/2021","2021-01-05","North America","Canada","Alberta",NA,NA,"A.1","Canada_Alberta",NA,NA,NA,"2021-01-05"
"73","Canada/fake_33/2020/EPI_ISL_FAKE_33/2020-11-19","EPI_ISL_FAKE_33","Canada/fake_33/2020","2020-11-19","North America","Canada","Manitoba",NA,NA,"A.1","Canada_Manitoba",NA,NA,NA,"2020-11-19"
"74","Canada/fake_171/2021/EPI_ISL_FAKE_171/2021-02-08","EPI_ISL_FAKE_171","Canada/fake_171/2021","2021-02-08","North America","Canada","Ontario",NA,NA,"A.1","Canada_Ontario",NA,NA,NA,"2021-02-08"
"75","Canada/fake_97/2021/EPI_ISL_FAKE_97/2021-01-14","EPI_ISL_FAKE_97","Canada/fake_97/2021","2021-01-14","North America","Canada","Alberta",NA,NA,"A.1","Canada_Alberta",NA,NA,NA,"2021-01-14"
"76","UnitedKingdom/fake_188/2021/EPI_ISL_FAKE_188/2021-02-12","EPI_ISL_FAKE_188","UnitedKingdom/fake_188/2021","2021-02-12","Europe","United Kingdom","England",NA,NA,"A.1","United Kingdom",NA,NA,NA,"2021-02-12"
"77","Canada/fake_100/2021/EPI_ISL_FAKE_100/2021-01-16","EPI_ISL_FAKE_100","Canada/fake_100/2021","2021-01-16","North America","Canada","Alberta",NA,NA,"A.1","Canada_Alberta",NA,NA,NA,"2021-01-16"
"78","Canada/fake_72/2020/EPI_ISL_FAKE_72/2020-12-29","EPI_ISL_FAKE_72","Canada/fake_72/2020","2020-12-29","North America","Canada","Alberta",NA,NA,"A.1","Canada_Alberta",NA,NA,NA,"2020-12-29"
"79","Canada/fake_77/2021/EPI_ISL_FAKE_77/2021-01-03","EPI_ISL_FAKE_77","Canada/fake_77/2021","2021-01-03","North America","Canada","Alberta",NA,NA,"A.1","Canada_Alberta",NA,NA,NA,"2021-01-03"
"80","Canada/fake_58/2020/EPI_ISL_FAKE_58/2020-12-18","EPI_ISL_FAKE_58","Canada/fake_58/2020","2020-12-18","North America","Canada","British Columbia",NA,NA,"A.1","Canada_British Columbia",NA,NA,NA,"2020-12-18"
"81","UnitedKingdom/fake_71/2020/EPI_ISL_FAKE_71/2020-12-27","EPI_ISL_FAKE_71","UnitedKingdom/fake_71/2020","2020-12-27","Europe","United Kingdom","England",NA,NA,"A.1","United Kingdom",NA,NA,NA,"2020-12-27"
"82","UnitedKingdom/fake_154/2021/EPI_ISL_FAKE_154/2021-02-02","EPI_ISL_FAKE_154","UnitedKingdom/fake_154/2021","2021-02-02","Europe","United Kingdom","England",NA,NA,"A.1","United Kingdom",NA,NA,NA,"2021-02-02"
"83","Canada/fake_5/2020/EPI_ISL_FAKE_5/2020-08-01","EPI_ISL_FAKE_5","Canada/fake_5/2020","2020-08-01","North America","Canada","Ontario",NA,NA,"A.1","Canada_Ontario",NA,NA,NA,"2020-08-01"
"84","Canada/fake_6/2020/EPI_ISL_FAKE_6/2020-08-03","EPI_ISL_FAKE_6","Canada/fake_6/2020","2020-08-03","North America","Canada","Ontario",NA,NA,"A.1","Canada_Ontario",NA,NA,NA,"2020-08-03"
"85","Canada/fake_163/2021/EPI_ISL_FAKE_163/2021-02-05","EPI_ISL_FAKE_163","Canada/fake_163/2021","2021-02-05","North America","Canada","Ontario",NA,NA,"A.1","Canada_Ontario",NA,NA,NA,"2021-02-05"
"86","Canada/fake_46/2020/EPI_ISL_FAKE_46/2020-12-09","EPI_ISL_FAKE_46","Canada/fake_46/2020","2020-12-09","North America","Canada","Quebec",NA,NA,"A.1","Canada_Quebec",NA,NA,NA,"2020-12-09"
"87","Canada/fake_75/2021/EPI_ISL_FAKE_75/2021-01","EPI_ISL_FAKE_75","Canada/fake_75/2021","2021-01","North America","Canada","Quebec",NA,NA,"A.1","Canada_Quebec","2021-01-14","2021-01-01","2021-01-31","2021-01-14"
"88","Canada/fake_109/2021/EPI_ISL_FAKE_109/2021-01-19","EPI_ISL_FAKE_109","Canada/fake_109/2021","2021-01-19","North America","Canada","Ontario",NA,NA,"A.1","Canada_Ontario",NA,NA,NA,"2021-01-19"
"89","Canada/fake_172/2021/EPI_ISL_FAKE_172/2021-02-08","EPI_ISL_FAKE_172","Canada/fake_172/2021","2021-02-08","North America","Canada","Ontario",NA,NA,"A.1","Canada_Ontario",NA,NA,NA,"2021-02-08"
"90","Canada/fake_56/2020/EPI_ISL_FAKE_56/2020-12-15","EPI_ISL_FAKE_56","Canada/fake_56/2020","2020-12-15","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec",NA,NA,NA,"2020-12-15"
"91","Canada/fake_85/2021/EPI_ISL_FAKE_85/2021-01-08","EPI_ISL_FAKE_85","Canada/fake_85/2021","2021-01-08","North America","Canada","Alberta",NA,NA,"B","Canada_Alberta",NA,NA,NA,"2021-01-08"
"92","Canada/fake_37/2020/EPI_ISL_FAKE_37/2020-11-24","EPI_ISL_FAKE_37","Canada/fake_37/2020","2020-11-24","North America","Canada","New Brunswick",NA,NA,"B","Canada_New Brunswick",NA,NA,NA,"2020-11-24"
"93","USA/fake_103/2021/EPI_ISL_FAKE_103/2021-01-17","EPI_ISL_FAKE_103","USA/fake_103/2021","2021-01-17","North America","USA","Utah",NA,NA,"B","USA",NA,NA,NA,"2021-01-17"
"94","USA/fake_178/2021/EPI_ISL_FAKE_178/2021-02-09","EPI_ISL_FAKE_178","USA/fake_178/2021","2021-02-09","North America","USA","California",NA,NA,"B","USA",NA,NA,NA,"2021-02-09"
"95","Canada/fake_93/2021/EPI_ISL_FAKE_93/2021-01-10","EPI_ISL_FAKE_93","Canada/fake_93/2021","2021-01-10","North America","Canada","Alberta",NA,NA,"B","Canada_Alberta",NA,NA,NA,"2021-01-10"
"96","France/fake_184/2021/EPI_ISL_FAKE_184/2021-02-12","EPI_ISL_FAKE_184","France/fake_184/2021","2021-02-12","Europe","France","Ile de France",NA,NA,"B","France",NA,NA,NA,"2021-02-12"
"97","Canada/fake_73/2020/EPI_ISL_FAKE_73/2020-12","EPI_ISL_FAKE_73","Canada/fake_73/2020","2020-12","North America","Canada","Nova Scotia",NA,NA,"B","Canada_Nova Scotia","2021-01-01","2020-12-01","2021-01-15","2021-01-01"
"98","Canada/fake_114/2021/EPI_ISL_FAKE_114/2021-01","EPI_ISL_FAKE_114","Canada/fake_114/2021","2021-01","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec","2021-01-21","2021-01-01","2021-01-31","2021-01-21"
"99","Canada/fake_45/2020/EPI_ISL_FAKE_45/2020-12-07","EPI_ISL_FAKE_45","Canada/fake_45/2020","2020-12-07","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec",NA,NA,NA,"2020-12-07"
"100","Canada/fake_74/2021/EPI_ISL_FAKE_74/2021-01-02","EPI_ISL_FAKE_74","Canada/fake_74/2021","2021-01-02","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2021-01-02"
"101","USA/fake_144/2021/EPI_ISL_FAKE_144/2021-01-30","EPI_ISL_FAKE_144","USA/fake_144/2021","2021-01-30","North America","USA","Virginia",NA,NA,"B","USA",NA,NA,NA,"2021-01-30"
"102","Canada/fake_12/2020/EPI_ISL_FAKE_12/2020-10-05","EPI_ISL_FAKE_12","Canada/fake_12/2020","2020-10-05","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec",NA,NA,NA,"2020-10-05"
"103","Canada/fake_117/2021/EPI_ISL_FAKE_117/2021-01-22","EPI_ISL_FAKE_117","Canada/fake_117/2021","2021-01-22","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec",NA,NA,NA,"2021-01-22"
"104","Canada/fake_61/2020/EPI_ISL_FAKE_61/2020-12-19","EPI_ISL_FAKE_61","Canada/fake_61/2020","2020-12-19","North America","Canada","British Columbia",NA,NA,"B","Canada_British Columbia",NA,NA,NA,"2020-12-19"
"105","Canada/fake_147/2021/EPI_ISL_FAKE_147/2021-02-01","EPI_ISL_FAKE_147","Canada/fake_147/2021","2021-02-01","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2021-02-01"
"106","Canada/fake_64/2020/EPI_ISL_FAKE_64/2020-12-24","EPI_ISL_FAKE_64","Canada/fake_64/2020","2020-12-24","North America","Canada","British Columbia",NA,NA,"B","Canada_British Columbia",NA,NA,NA,"2020-12-24"
"107","Canada/fake_25/2020/EPI_ISL_FAKE_25/2020-10-30","EPI_ISL_FAKE_25","Canada/fake_25/2020","2020-10-30","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2020-10-30"
"108","Canada/fake_162/2021/EPI_ISL_FAKE_162/2021-02-05","EPI_ISL_FAKE_162","Canada/fake_162/2021","2021-02-05","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2021-02-05"
"109","UnitedKingdom/fake_2/2020/EPI_ISL_FAKE_2/2020-07-02","EPI_ISL_FAKE_2","UnitedKingdom/fake_2/2020","2020-07-02","Europe","United Kingdom","England",NA,NA,"B","United Kingdom",NA,NA,NA,"2020-07-02"
"110","UnitedKingdom/fake_34/2020/EPI_ISL_FAKE_34/2020-11-20","EPI_ISL_FAKE_34","UnitedKingdom/fake_34/2020","2020-11-20","Europe","United Kingdom","England",NA,NA,"B","United Kingdom",NA,NA,NA,"2020-11-20"
"111","France/fake_120/2021/EPI_ISL_FAKE_120/2021-01-23","EPI_ISL_FAKE_120","France/fake_120/2021","2021-01-23","Europe","France","Auvergne-Rhône-Alpes",NA,NA,"B","France",NA,NA,NA,"2021-01-23"
"112","Canada/fake_126/2021/EPI_ISL_FAKE_126/2021-01-25","EPI_ISL_FAKE_126","Canada/fake_126/2021","2021-01-25","North America","Canada","Ontario",NA,NA,"B","Canada_Ontario",NA,NA,NA,"2021-01-25"
"113","Canada/fake_52/2020/EPI_ISL_FAKE_52/2020-12-13","EPI_ISL_FAKE_52","Canada/fake_52/2020","2020-12-13","North America","Canada","Quebec",NA,NA,"B","Canada_Quebec",NA,NA,NA,"2020-12-13"
"114","Canada/fake_62/2020/EPI_ISL_FAKE_62/2020-12-22","EPI_ISL_FAKE_62","Canada/fake_62/2020","2020-12-22","North America","Canada","British Columbia",NA,NA,"B","Canada_British Columbia",NA,NA,NA,"2020-12-22"
"115","UnitedKingdom/fake_168/2021/EPI_ISL_FAKE_168/2021-02-07","EPI_ISL_FAKE_168","UnitedKingdom/fake_168/2021","2021-02-07","Europe","United Kingdom","England",NA,NA,"B","United Kingdom",NA,NA,NA,"2021-02-07"
